x,T,thermo:psi,rho,thermo:mu,thermo:alpha,thermo:as,thermo:Z,Cp,he
2.49875e-07,90.0325,6.28666e-06,850.736,0.000175321,7.57736e-05,615.452,0.153886,2034.82,-403041
7.49625e-07,90.13,6.30211e-06,850.12,0.000174448,7.55583e-05,614.436,0.15383,2036.26,-402842
1.24938e-06,90.26,6.32277e-06,849.296,0.000173291,7.52713e-05,613.083,0.153758,2038.19,-402577
1.74913e-06,90.39,6.34353e-06,848.471,0.000172143,7.49844e-05,611.733,0.153686,2040.13,-402312
2.24888e-06,90.52,6.36439e-06,847.644,0.000171004,7.46976e-05,610.384,0.153615,2042.08,-402047
2.74863e-06,90.65,6.38534e-06,846.815,0.000169873,7.44109e-05,609.037,0.153545,2044.05,-401781
3.24838e-06,90.78,6.40639e-06,845.984,0.000168751,7.41244e-05,607.692,0.153476,2046.03,-401515
3.74813e-06,90.91,6.42754e-06,845.15,0.000167637,7.38379e-05,606.349,0.153407,2048.03,-401249
4.24788e-06,91.04,6.44878e-06,844.315,0.000166532,7.35515e-05,605.008,0.15334,2050.04,-400983
4.74763e-06,91.17,6.47013e-06,843.478,0.000165435,7.32652e-05,603.669,0.153273,2052.06,-400716
5.24738e-06,91.3,6.49158e-06,842.638,0.000164346,7.29791e-05,602.331,0.153207,2054.1,-400449
5.74713e-06,91.43,6.51313e-06,841.797,0.000163265,7.26931e-05,600.996,0.153142,2056.15,-400182
6.24688e-06,91.56,6.53479e-06,840.953,0.000162193,7.24071e-05,599.662,0.153078,2058.22,-399915
6.74663e-06,91.69,6.55654e-06,840.107,0.000161129,7.21213e-05,598.33,0.153015,2060.3,-399647
7.24638e-06,91.82,6.57841e-06,839.26,0.000160072,7.18357e-05,597,0.152953,2062.4,-399379
7.74613e-06,91.95,6.60037e-06,838.41,0.000159024,7.15501e-05,595.672,0.152892,2064.51,-399111
8.24588e-06,92.08,6.62244e-06,837.558,0.000157984,7.12647e-05,594.346,0.152831,2066.63,-398842
8.74563e-06,92.21,6.64462e-06,836.703,0.000156951,7.09794e-05,593.021,0.152771,2068.77,-398574
9.24538e-06,92.34,6.6669e-06,835.847,0.000155927,7.06942e-05,591.698,0.152713,2070.93,-398304
9.74513e-06,92.47,6.6893e-06,834.988,0.00015491,7.04092e-05,590.377,0.152655,2073.1,-398035
1.02449e-05,92.6,6.7118e-06,834.128,0.000153901,7.01243e-05,589.058,0.152598,2075.29,-397765
1.07446e-05,92.73,6.73441e-06,833.265,0.000152899,6.98396e-05,587.74,0.152542,2077.49,-397495
1.12444e-05,92.86,6.75713e-06,832.399,0.000151905,6.9555e-05,586.424,0.152486,2079.71,-397225
1.17441e-05,92.99,6.77996e-06,831.532,0.000150918,6.92705e-05,585.11,0.152432,2081.94,-396955
1.22439e-05,93.12,6.8029e-06,830.662,0.000149939,6.89862e-05,583.798,0.152379,2084.19,-396684
1.27436e-05,93.25,6.82596e-06,829.791,0.000148967,6.8702e-05,582.487,0.152326,2086.46,-396413
1.32434e-05,93.38,6.84913e-06,828.916,0.000148003,6.8418e-05,581.178,0.152274,2088.74,-396141
1.37431e-05,93.51,6.87241e-06,828.04,0.000147046,6.81341e-05,579.871,0.152224,2091.04,-395870
1.42429e-05,93.64,6.89581e-06,827.161,0.000146096,6.78504e-05,578.565,0.152174,2093.36,-395598
1.47426e-05,93.77,6.91933e-06,826.281,0.000145153,6.75669e-05,577.261,0.152125,2095.69,-395326
1.52424e-05,93.9,6.94296e-06,825.397,0.000144217,6.72835e-05,575.959,0.152077,2098.04,-395053
1.57421e-05,94.03,6.96672e-06,824.512,0.000143288,6.70003e-05,574.658,0.15203,2100.41,-394780
1.62419e-05,94.16,6.99059e-06,823.624,0.000142367,6.67172e-05,573.359,0.151983,2102.79,-394507
1.67416e-05,94.29,7.01458e-06,822.734,0.000141452,6.64343e-05,572.061,0.151938,2105.19,-394233
1.72414e-05,94.42,7.03869e-06,821.841,0.000140544,6.61516e-05,570.765,0.151894,2107.61,-393959
1.77411e-05,94.55,7.06293e-06,820.946,0.000139643,6.5869e-05,569.471,0.15185,2110.05,-393685
1.82409e-05,94.68,7.08729e-06,820.049,0.000138748,6.55866e-05,568.178,0.151808,2112.51,-393411
1.87406e-05,94.81,7.11177e-06,819.149,0.000137861,6.53044e-05,566.887,0.151766,2114.98,-393136
1.92404e-05,94.94,7.13638e-06,818.247,0.00013698,6.50224e-05,565.597,0.151725,2117.47,-392861
1.97401e-05,95.07,7.16112e-06,817.343,0.000136105,6.47406e-05,564.309,0.151685,2119.98,-392586
2.02399e-05,95.2,7.18598e-06,816.436,0.000135238,6.44589e-05,563.022,0.151646,2122.51,-392310
2.07396e-05,95.33,7.21097e-06,815.526,0.000134376,6.41774e-05,561.737,0.151609,2125.06,-392034
2.12394e-05,95.46,7.23609e-06,814.615,0.000133522,6.38961e-05,560.454,0.151572,2127.63,-391757
2.17391e-05,95.59,7.26134e-06,813.7,0.000132673,6.3615e-05,559.172,0.151536,2130.22,-391481
2.22389e-05,95.72,7.28672e-06,812.783,0.000131831,6.33341e-05,557.891,0.1515,2132.83,-391203
2.27386e-05,95.85,7.31224e-06,811.864,0.000130995,6.30534e-05,556.612,0.151466,2135.45,-390926
2.32384e-05,95.98,7.33789e-06,810.942,0.000130166,6.27728e-05,555.334,0.151433,2138.1,-390648
