x,T,thermo:psi,rho,thermo:mu,thermo:alpha,thermo:as,thermo:Z,Cp,he
5.97201e-05,105.47,9.03087e-06,748.109,8.90372e-05,4.69933e-05,484.032,0.200598,2309.53,-369575
6.02199e-05,105.6,9.06471e-06,747.038,8.85316e-05,4.67417e-05,482.879,0.200639,2313.43,-369275
6.07196e-05,105.73,9.09874e-06,745.963,8.80294e-05,4.64905e-05,481.728,0.200681,2317.36,-368974
6.12194e-05,105.86,9.13298e-06,744.885,8.75305e-05,4.62396e-05,480.577,0.200724,2321.32,-368672
6.17191e-05,105.99,9.16742e-06,743.804,8.70349e-05,4.5989e-05,479.428,0.200769,2325.32,-368370
6.22189e-05,106.12,9.20206e-06,742.719,8.65426e-05,4.57389e-05,478.279,0.200816,2329.35,-368068
6.27186e-05,106.25,9.23691e-06,741.631,8.60535e-05,4.54891e-05,477.131,0.200865,2333.42,-367764
6.32184e-05,106.38,9.27197e-06,740.539,8.55676e-05,4.52396e-05,475.984,0.200915,2337.52,-367461
6.37181e-05,106.51,9.30723e-06,739.444,8.50849e-05,4.49905e-05,474.838,0.200967,2341.66,-367157
6.42179e-05,106.64,9.34271e-06,738.346,8.46053e-05,4.47418e-05,473.693,0.201021,2345.83,-366852
6.47176e-05,106.77,9.37841e-06,737.244,8.41289e-05,4.44934e-05,472.548,0.201076,2350.04,-366547
6.52174e-05,106.9,9.41432e-06,736.138,8.36555e-05,4.42454e-05,471.404,0.201133,2354.29,-366241
6.57171e-05,107.03,9.45045e-06,735.029,8.31853e-05,4.39978e-05,470.261,0.201192,2358.58,-365935
6.62169e-05,107.16,9.4868e-06,733.917,8.2718e-05,4.37505e-05,469.119,0.201253,2362.91,-365628
6.67166e-05,107.29,9.52337e-06,732.801,8.22538e-05,4.35036e-05,467.978,0.201315,2367.27,-365320
6.72164e-05,107.42,9.56017e-06,731.681,8.17925e-05,4.32571e-05,466.837,0.201379,2371.67,-365012
6.77161e-05,107.55,9.59719e-06,730.558,8.13341e-05,4.30109e-05,465.698,0.201445,2376.12,-364704
6.82159e-05,107.68,9.63444e-06,729.431,8.08787e-05,4.27651e-05,464.558,0.201513,2380.6,-364395
6.87156e-05,107.81,9.67193e-06,728.3,8.04262e-05,4.25197e-05,463.42,0.201582,2385.12,-364085
6.92154e-05,107.94,9.70965e-06,727.165,7.99766e-05,4.22747e-05,462.282,0.201653,2389.69,-363774
6.97151e-05,108.07,9.74761e-06,726.027,7.95298e-05,4.203e-05,461.145,0.201726,2394.3,-363463
7.02149e-05,108.2,9.7858e-06,724.885,7.90858e-05,4.17858e-05,460.009,0.201801,2398.95,-363152
7.07146e-05,108.33,9.82423e-06,723.739,7.86445e-05,4.15419e-05,458.874,0.201878,2403.64,-362840
7.12144e-05,108.46,9.86291e-06,722.59,7.8206e-05,4.12983e-05,457.739,0.201957,2408.38,-362527
7.17141e-05,108.59,9.90184e-06,721.436,7.77702e-05,4.10552e-05,456.604,0.202038,2413.16,-362214
7.22139e-05,108.72,9.94101e-06,720.279,7.73372e-05,4.08124e-05,455.471,0.202121,2417.99,-361899
7.27136e-05,108.85,9.98045e-06,719.118,7.69068e-05,4.05701e-05,454.338,0.202206,2422.86,-361585
7.32134e-05,108.98,1.00201e-05,717.952,7.6479e-05,4.03281e-05,453.205,0.202292,2427.78,-361270
