x,T,thermo:psi,rho,thermo:mu,thermo:alpha,thermo:as,thermo:Z,Cp,he
2.49875e-07,90.0325,6.18242e-06,853.239,0.000178974,7.70751e-05,621.689,0.175353,2022.02,-402842
7.49625e-07,90.13,6.19731e-06,852.634,0.00017809,7.6862e-05,620.68,0.175288,2023.37,-402645
1.24938e-06,90.26,6.21721e-06,851.825,0.000176918,7.65781e-05,619.337,0.175201,2025.19,-402381
1.74913e-06,90.39,6.2372e-06,851.015,0.000175755,7.62943e-05,617.995,0.175116,2027.02,-402118
2.24888e-06,90.52,6.25728e-06,850.202,0.0001746,7.60106e-05,616.656,0.175032,2028.87,-401854
2.74863e-06,90.65,6.27745e-06,849.388,0.000173454,7.57269e-05,615.319,0.174948,2030.72,-401590
3.24838e-06,90.78,6.29772e-06,848.572,0.000172317,7.54434e-05,613.984,0.174866,2032.59,-401326
3.74813e-06,90.91,6.31807e-06,847.753,0.000171189,7.516e-05,612.65,0.174784,2034.47,-401062
4.24788e-06,91.04,6.33851e-06,846.933,0.000170068,7.48767e-05,611.319,0.174704,2036.36,-400797
4.74763e-06,91.17,6.35905e-06,846.111,0.000168957,7.45935e-05,609.99,0.174624,2038.27,-400533
5.24738e-06,91.3,6.37968e-06,845.287,0.000167853,7.43105e-05,608.662,0.174545,2040.18,-400267
5.74713e-06,91.43,6.40041e-06,844.461,0.000166758,7.40275e-05,607.336,0.174468,2042.11,-400002
6.24688e-06,91.56,6.42123e-06,843.633,0.000165672,7.37447e-05,606.013,0.174391,2044.06,-399737
6.74663e-06,91.69,6.44214e-06,842.803,0.000164593,7.3462e-05,604.691,0.174315,2046.01,-399471
7.24638e-06,91.82,6.46315e-06,841.971,0.000163522,7.31795e-05,603.371,0.174241,2047.98,-399205
7.74613e-06,91.95,6.48426e-06,841.137,0.00016246,7.2897e-05,602.053,0.174167,2049.97,-398938
8.24588e-06,92.08,6.50546e-06,840.3,0.000161405,7.26147e-05,600.737,0.174094,2051.96,-398672
8.74563e-06,92.21,6.52677e-06,839.462,0.000160359,7.23326e-05,599.423,0.174022,2053.97,-398405
9.24538e-06,92.34,6.54817e-06,838.622,0.00015932,7.20505e-05,598.111,0.173951,2056,-398138
