x,T,thermo:psi,rho,thermo:mu,thermo:alpha,thermo:as,thermo:Z,Cp,he
2.49875e-07,90.0325,6.24445e-06,851.745,0.00017678,7.62967e-05,617.956,0.162486,2029.62,-402962
7.49625e-07,90.13,6.25967e-06,851.133,0.000175903,7.60823e-05,616.943,0.162427,2031.02,-402764
1.24938e-06,90.26,6.28002e-06,850.316,0.00017474,7.57966e-05,615.594,0.162349,2032.9,-402500
1.74913e-06,90.39,6.30047e-06,849.497,0.000173586,7.55109e-05,614.247,0.162272,2034.8,-402235
2.24888e-06,90.52,6.32101e-06,848.676,0.000172441,7.52254e-05,612.902,0.162195,2036.71,-401971
2.74863e-06,90.65,6.34164e-06,847.853,0.000171304,7.49399e-05,611.559,0.16212,2038.63,-401706
3.24838e-06,90.78,6.36237e-06,847.028,0.000170176,7.46546e-05,610.218,0.162046,2040.57,-401441
3.74813e-06,90.91,6.38319e-06,846.2,0.000169056,7.43694e-05,608.879,0.161972,2042.52,-401175
4.24788e-06,91.04,6.40411e-06,845.371,0.000167945,7.40842e-05,607.542,0.161899,2044.48,-400910
4.74763e-06,91.17,6.42513e-06,844.54,0.000166842,7.37992e-05,606.207,0.161828,2046.45,-400644
5.24738e-06,91.3,6.44625e-06,843.707,0.000165747,7.35143e-05,604.874,0.161757,2048.44,-400378
5.74713e-06,91.43,6.46746e-06,842.871,0.000164661,7.32295e-05,603.543,0.161687,2050.44,-400111
6.24688e-06,91.56,6.48877e-06,842.034,0.000163583,7.29449e-05,602.213,0.161618,2052.46,-399844
6.74663e-06,91.69,6.51018e-06,841.195,0.000162513,7.26603e-05,600.885,0.16155,2054.49,-399578
7.24638e-06,91.82,6.5317e-06,840.353,0.000161451,7.23759e-05,599.559,0.161483,2056.53,-399310
7.74613e-06,91.95,6.55331e-06,839.51,0.000160397,7.20916e-05,598.235,0.161416,2058.59,-399043
8.24588e-06,92.08,6.57503e-06,838.664,0.000159351,7.18075e-05,596.913,0.161351,2060.66,-398775
8.74563e-06,92.21,6.59685e-06,837.817,0.000158313,7.15235e-05,595.593,0.161287,2062.75,-398507
9.24538e-06,92.34,6.61877e-06,836.967,0.000157283,7.12396e-05,594.274,0.161223,2064.85,-398239
9.74513e-06,92.47,6.6408e-06,836.115,0.00015626,7.09558e-05,592.957,0.16116,2066.97,-397970
1.02449e-05,92.6,6.66293e-06,835.261,0.000155245,7.06722e-05,591.642,0.161099,2069.1,-397701
