x,T,thermo:psi,rho,thermo:mu,thermo:alpha,thermo:as,thermo:Z,Cp,he
2.49875e-07,90.0325,6.1419e-06,854.222,0.000180438,7.75899e-05,624.162,0.183909,2017.08,-402760
7.49625e-07,90.13,6.15657e-06,853.621,0.00017955,7.73777e-05,623.156,0.183839,2018.41,-402563
1.24938e-06,90.26,6.17618e-06,852.818,0.000178372,7.7095e-05,621.816,0.183747,2020.18,-402301
1.74913e-06,90.39,6.19588e-06,852.013,0.000177203,7.68123e-05,620.478,0.183656,2021.97,-402038
2.24888e-06,90.52,6.21567e-06,851.206,0.000176042,7.65298e-05,619.143,0.183566,2023.77,-401775
2.74863e-06,90.65,6.23554e-06,850.397,0.000174891,7.62474e-05,617.809,0.183478,2025.58,-401512
3.24838e-06,90.78,6.2555e-06,849.587,0.000173747,7.5965e-05,616.477,0.18339,2027.41,-401249
3.74813e-06,90.91,6.27555e-06,848.774,0.000172613,7.56828e-05,615.148,0.183303,2029.24,-400985
4.24788e-06,91.04,6.29569e-06,847.96,0.000171487,7.54007e-05,613.82,0.183217,2031.09,-400721
4.74763e-06,91.17,6.31592e-06,847.144,0.000170369,7.51187e-05,612.494,0.183132,2032.95,-400457
5.24738e-06,91.3,6.33624e-06,846.326,0.00016926,7.48369e-05,611.17,0.183048,2034.83,-400192
5.74713e-06,91.43,6.35665e-06,845.505,0.000168159,7.45551e-05,609.849,0.182965,2036.71,-399928
6.24688e-06,91.56,6.37715e-06,844.683,0.000167066,7.42735e-05,608.529,0.182883,2038.61,-399663
6.74663e-06,91.69,6.39774e-06,843.859,0.000165982,7.3992e-05,607.211,0.182802,2040.52,-399398
7.24638e-06,91.82,6.41843e-06,843.033,0.000164906,7.37107e-05,605.895,0.182722,2042.44,-399132
7.74613e-06,91.95,6.43921e-06,842.205,0.000163837,7.34294e-05,604.581,0.182643,2044.38,-398867
8.24588e-06,92.08,6.46009e-06,841.376,0.000162777,7.31483e-05,603.269,0.182565,2046.32,-398601
8.74563e-06,92.21,6.48106e-06,840.544,0.000161725,7.28674e-05,601.959,0.182488,2048.28,-398335
9.24538e-06,92.34,6.50212e-06,839.71,0.000160681,7.25866e-05,600.65,0.182412,2050.26,-398068
9.74513e-06,92.47,6.52328e-06,838.874,0.000159644,7.23059e-05,599.344,0.182337,2052.25,-397802
1.02449e-05,92.6,6.54454e-06,838.036,0.000158615,7.20254e-05,598.039,0.182263,2054.25,-397535
1.07446e-05,92.73,6.5659e-06,837.196,0.000157594,7.1745e-05,596.736,0.18219,2056.26,-397267
1.12444e-05,92.86,6.58736e-06,836.354,0.000156581,7.14648e-05,595.435,0.182118,2058.29,-397000
1.17441e-05,92.99,6.60891e-06,835.51,0.000155575,7.11847e-05,594.136,0.182048,2060.33,-396732
1.22439e-05,93.12,6.63056e-06,834.664,0.000154577,7.09048e-05,592.839,0.181978,2062.39,-396464
1.27436e-05,93.25,6.65232e-06,833.816,0.000153586,7.0625e-05,591.543,0.181909,2064.46,-396196
1.32434e-05,93.38,6.67417e-06,832.966,0.000152603,7.03454e-05,590.25,0.181841,2066.54,-395928
1.37431e-05,93.51,6.69613e-06,832.113,0.000151627,7.0066e-05,588.958,0.181774,2068.64,-395659
1.42429e-05,93.64,6.71819e-06,831.259,0.000150658,6.97867e-05,587.668,0.181708,2070.75,-395390
