x,T,thermo:psi,rho,thermo:mu,thermo:alpha,thermo:as,thermo:Z,Cp,he
2.49875e-07,90.0325,6.02413e-06,857.11,0.000184846,7.91153e-05,631.509,0.209474,2002.85,-402509
7.49625e-07,90.13,6.03818e-06,856.52,0.000183944,7.89057e-05,630.511,0.209391,2004.09,-402314
1.24938e-06,90.26,6.05697e-06,855.733,0.000182747,7.86264e-05,629.181,0.209282,2005.75,-402053
1.74913e-06,90.39,6.07583e-06,854.944,0.00018156,7.83472e-05,627.854,0.209173,2007.42,-401792
2.24888e-06,90.52,6.09478e-06,854.154,0.000180381,7.80681e-05,626.528,0.209066,2009.1,-401531
2.74863e-06,90.65,6.1138e-06,853.362,0.000179211,7.77891e-05,625.205,0.20896,2010.8,-401270
3.24838e-06,90.78,6.13291e-06,852.568,0.00017805,7.75102e-05,623.884,0.208855,2012.5,-401008
3.74813e-06,90.91,6.15209e-06,851.772,0.000176898,7.72315e-05,622.564,0.208751,2014.21,-400746
4.24788e-06,91.04,6.17136e-06,850.974,0.000175754,7.69528e-05,621.247,0.208649,2015.94,-400484
4.74763e-06,91.17,6.19071e-06,850.175,0.000174618,7.66743e-05,619.932,0.208547,2017.67,-400222
5.24738e-06,91.3,6.21015e-06,849.374,0.000173491,7.63959e-05,618.619,0.208447,2019.42,-399960
5.74713e-06,91.43,6.22966e-06,848.571,0.000172373,7.61176e-05,617.308,0.208347,2021.17,-399697
6.24688e-06,91.56,6.24926e-06,847.766,0.000171263,7.58395e-05,615.999,0.208249,2022.94,-399434
6.74663e-06,91.69,6.26895e-06,846.959,0.000170161,7.55615e-05,614.692,0.208152,2024.72,-399171
7.24638e-06,91.82,6.28871e-06,846.151,0.000169067,7.52836e-05,613.387,0.208056,2026.51,-398908
7.74613e-06,91.95,6.30857e-06,845.341,0.000167982,7.50059e-05,612.084,0.207961,2028.31,-398644
8.24588e-06,92.08,6.32851e-06,844.529,0.000166904,7.47283e-05,610.783,0.207867,2030.12,-398381
8.74563e-06,92.21,6.34853e-06,843.715,0.000165835,7.44508e-05,609.484,0.207774,2031.95,-398117
9.24538e-06,92.34,6.36865e-06,842.899,0.000164774,7.41735e-05,608.187,0.207682,2033.78,-397852
9.74513e-06,92.47,6.38885e-06,842.081,0.00016372,7.38964e-05,606.892,0.207592,2035.63,-397588
1.02449e-05,92.6,6.40914e-06,841.261,0.000162675,7.36194e-05,605.599,0.207502,2037.49,-397323
1.07446e-05,92.73,6.42952e-06,840.44,0.000161637,7.33425e-05,604.308,0.207414,2039.36,-397058
1.12444e-05,92.86,6.44999e-06,839.616,0.000160607,7.30658e-05,603.018,0.207327,2041.25,-396793
1.17441e-05,92.99,6.47054e-06,838.791,0.000159585,7.27892e-05,601.731,0.20724,2043.14,-396527
1.22439e-05,93.12,6.49119e-06,837.964,0.00015857,7.25128e-05,600.445,0.207155,2045.05,-396262
1.27436e-05,93.25,6.51193e-06,837.135,0.000157563,7.22366e-05,599.162,0.207072,2046.97,-395996
1.32434e-05,93.38,6.53276e-06,836.304,0.000156563,7.19605e-05,597.88,0.206989,2048.9,-395729
1.37431e-05,93.51,6.55369e-06,835.471,0.000155571,7.16846e-05,596.6,0.206907,2050.85,-395463
1.42429e-05,93.64,6.5747e-06,834.636,0.000154586,7.14089e-05,595.322,0.206827,2052.81,-395196
1.47426e-05,93.77,6.59581e-06,833.799,0.000153609,7.11334e-05,594.046,0.206747,2054.78,-394929
1.52424e-05,93.9,6.61702e-06,832.96,0.000152639,7.0858e-05,592.772,0.206669,2056.76,-394662
1.57421e-05,94.03,6.63832e-06,832.119,0.000151676,7.05828e-05,591.499,0.206592,2058.76,-394394
1.62419e-05,94.16,6.65972e-06,831.276,0.00015072,7.03078e-05,590.228,0.206516,2060.77,-394127
1.67416e-05,94.29,6.68121e-06,830.431,0.000149771,7.0033e-05,588.959,0.206441,2062.79,-393859
1.72414e-05,94.42,6.7028e-06,829.585,0.00014883,6.97583e-05,587.692,0.206367,2064.83,-393590
1.77411e-05,94.55,6.72449e-06,828.736,0.000147895,6.94838e-05,586.427,0.206294,2066.88,-393322
1.82409e-05,94.68,6.74628e-06,827.885,0.000146968,6.92095e-05,585.164,0.206223,2068.94,-393053
1.87406e-05,94.81,6.76816e-06,827.032,0.000146047,6.89354e-05,583.902,0.206152,2071.02,-392784
